participant_id,transcription_expected,transcription_raw
56,she got stung by a flag,she got stung by a flag
56,daddys shirt was missing a button,daddy's short was missing a button
56,the boy will grow to become a salt,the boy will grow to become a salt
56,it was hot outside so we jumped into the pool,it was hot outside so we jumped into the pool
56,riding on a broom was an old mean baby,riding the broom was an old mean baby
56,the king wore a shiny gold box,the king ware a shiny gold box
56,in the pond there was one quacking duck,in the pond there was one quacking duck
56,please sweep the floor with a snowman,please sweep the floor with a snowman
56,the boy will grow to become a man,the boy will grow to become a man
56,i fell in the mud and have to put on a new shirt,i fell in the mud and had to put on a new shirt
56,the spider spun a big car,the spider spun a big car
56,she sleeps with her head on a fish,"she sleeps 
with her hand on a fish"
56,to play tug of war we pulled on the rope,to play tug of war we pulled on the rope
56,to drive the car daddy turns the hearts,to drive the car daddy turns the hearts
56,for breakfast i scrambled the guns,for breakfast i scrambled a gun
56,at the haunted house i saw a ghost,at the haunted house i saw a ghost
56,the aquarium has many different swings,the aquarium has many different swings
56,the scared turtle wont come out of its shell,the scared turtle won't come out of its shell
56,you can make juice from fresh squeezed tape,you can make juice from fresh squeezed tape
56,the sound was so loud i had to cover my shirt,the sound was so loud i had to cover my shirt
56,at the playground the girl went on the oranges,at the playground the girl went on the oranges
56,she got stung by a bee,she got stung by a bee
56,the mommy put a diaper on her cereal,the mommy put a diaper on her cereal
56,i have a spoon but i need a web,i have a spoon but i need a web
56,when daddy cooks he adds pepper and duck,when daddy cooks he adds pepper and tags
56,kids sit in the backseat of the car,kids sit in the back seat of the car
56,the pilot flew the rope,the ? pulled the rope
56,at the picnic the crumbs attracted ants,at the picnic the crumbs attracted ants
56,in the pond there was one quacking pillow,in the pond there was one quacking pillow
56,cows eat a lot of shell,cows eat a lot of shells
56,soldiers shoot with their glasses,soldiers shoot with their glasses
56,i wish i had a trunk like that elephant,i wish i had a trunk like the  elephant
56,the caterpillar turned into a piano,the caterpillar turned into a piano
56,at the playground the girl went on the swings,at the playground the girl went on the swings
56,the pilot flew the airplane,the pilot flew the airplane
56,when you go outside please close the door,when you go outside please close the door
56,at the picnic the crumbs attracted eggs,at the picnic the crumbs attracted eggs
56,my teacher showed us fossils of an extinct crown,"my teacher showed us pictures of 
extinct crowns"
56,when grandma reads she needs her glasses,when grandma reads she needs her glasses
56,i used three big snowballs to make a bear,i used three big snow balls to make a bear
56,at valentines day we drew lots of hearts,at valentine's day we drew lots of hearts
56,i fixed the torn page with a piece of book,i fixed the torn page with a piece of book
56,i pledge allegiance to the flag,i pleadge allegence to the flag
56,for breakfast i scrambled the eggs,for breakfast i scrambled eggs
56,the spider spun a big web,the spider spun a big web
56,mommy read me my favorite broom,mommy read me my favorite broom
56,in the woods lived a big growly bear,in the wood lived a big ? bear
56,it was hot outside so we jumped into the guitar,it was hot outside so we jumped in the guitar
56,i used three big snowballs to make a snowman,i used three big snowballs to make a snowman
56,daddys shirt was missing a fork,daddy's shirt was missing a fork
56,in the bathtub there is a floating little wheel,in the bathtub there is a floating little wheel
56,on the ceiling i saw a creepy crawly bag,on the ceiling i saw a creppy crawling bag
56,the bee sat on the petals of the watch,the bees sat on the petals of the watch
56,i want to sleep in my bed,i want to sleep in my bed
56,watch the astronaut launch the santa,watch the astronauts launch the santa
56,the swimmer was being chased by a giant house,the swimmer was being chased by a big house
56,for halloween he carved a pumpkin,for halloween he craved a pumpkin
56,we moved our furniture on the back of a flower,we moved out furniture on the back of a flower
56,you can open the locked door with the key,you can open the locked door with a key
56,at the circus the girl saw the clown,at the circus the girl saw the clown
56,watch the astronaut launch the rocket,watch the astronaut lunch the rocket
56,there are three bedrooms in their carrot,there are three bedrooms in their ?
56,i put shampoo in my pig,i put shampoo in my pig
56,sitting on the lilypad was a bridge,sitting on the lillypad was a bridge
56,the bank is where he keeps the money,the bank is where he keeps the money
56,the cowboy is very good at riding his horse,the cowboy is really good at riding his hourse
56,on christmas mommy left cookies for eyes,on christmas mommy left cookies for eyes
56,the bride wore a fancy bed,the bride wore a fancy bed
56,the boy has a toy choochoo train,the boy has a toy choo-choo train
56,the boy put the groceries in a bag,the boy put the groceries in the bag
56,the king lived in a large castle,the king lived in a large caste
56,when recess ends the teacher rings the bell,when recess ends the teacher rings the bell
56,the monkey ate the shark,the monkey eats the shark
56,the bunny nibbled a carrot,the bunny nibbled a carrot
56,my friend likes pepperoni on his pizza,my friend likes pepperoni on his pizza
56,the boy has a toy choochoo leaf,the boy has a toy choo-choo lee
56,we moved our furniture on the back of a truck,we moved our furniture on the back of the truck
56,on christmas mommy left cookies for santa,on christmas mommy left cookies for santa
56,you can open the locked door with the shovel,you can open the locked door with the shovel
56,the brave knight killed the chair,the brave knight killed the chair
56,to see what time it is look at a clock,to see what time it is look at a clock
56,the apple grew on a bell,the apple grew on a bell
56,when we lost electricity we had to light a candle,when we lost electricity we had to light a candle
56,mom likes to use the elevator instead of the dragon,mom likes to use the elevator instead of the dragon
56,i like to play fetch with my dog,i like to play fetch with my dog
56,he always wears a helmet on that fast loud motorcycle,he always wears a helmet on that fast motorcycle
56,to cross the river we walked on a bridge,to cross the river we crossed the bridge
56,the man checked the time on his stairs,the man checked the time on his stairs
56,oink oink said the pig,oinl oink said the pig
56,at the zoo i saw a tall giraffe,at the zoo i saw a tall giraffe
56,use the remote to change the channels on the castle,use the remote to change the channel on the castle
56,grandma sits on her porch in a chair,grandman sits on the porch in her chair
56,to cross the river we walked on a banana,to cross the river we walked a banana
56,the farmer milked the nose,the farmer milked the nose
56,the coloring book comes with a box of crayons,the coloring book comes with a box of crayons
